"id","time","censored","total_charges","monthly_charges","contract","payment_method","paperless","gender","senior","partner","dependents","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
6352,50,0,5071.05,103.7,"Month-to-month","Electronic check","No","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
6353,42,1,4014.6,94.4,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes"
6354,10,1,568.85,54.95,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","No","DSL","Yes","No","No","Yes","No","No"
6355,61,1,5860.7,93.7,"One year","Bank transfer (automatic)","No","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes"
6356,68,1,7279.35,110.25,"Two year","Credit card (automatic)","No","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
6357,10,1,1064.95,98.9,"One year","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes"
6358,65,0,5769.6,89.75,"One year","Electronic check","No","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No"
6359,72,1,5886.85,80.45,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes"
6360,55,1,4238.45,79.4,"Month-to-month","Electronic check","No","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","Yes","No","No"
6361,1,0,20.3,20.3,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6362,7,1,418.3,62.8,"Month-to-month","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","DSL","No","No","Yes","Yes","No","Yes"
6363,2,1,136.05,74.9,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6364,9,1,708.2,74.85,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No"
6365,27,1,788.55,25.85,"Two year","Credit card (automatic)","Yes","Male","No","No","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6366,7,0,700.85,101.95,"Month-to-month","Electronic check","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
6367,64,1,4378.8,68.3,"Two year","Mailed check","Yes","Female","No","Yes","No","Yes","No","DSL","No","Yes","Yes","Yes","No","Yes"
6368,70,1,3442.8,48.4,"Two year","Bank transfer (automatic)","No","Male","No","No","No","No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes"
6369,2,0,181.7,94,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
6370,67,1,7171.7,105.05,"Two year","Electronic check","Yes","Male","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
6371,45,0,4016.85,89.3,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No"
6372,24,1,553,25.15,"Two year","Credit card (automatic)","No","Female","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6373,4,1,96.85,19.5,"Two year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6374,44,1,4122.9,92.95,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
6375,72,1,1482.3,20.7,"Two year","Mailed check","Yes","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6376,1,0,74.3,74.3,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No"
6377,66,1,1240.8,19.35,"Two year","Bank transfer (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6378,1,0,44.65,44.65,"Month-to-month","Mailed check","Yes","Male","No","No","No","No","No phone service","DSL","No","Yes","No","Yes","No","Yes"
6379,13,0,1095.3,84.05,"Month-to-month","Electronic check","No","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","No","No","No","Yes"
6380,10,0,788.8,80.7,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No"
6381,65,1,6578.55,104.35,"Month-to-month","Electronic check","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
6382,1,1,19.55,19.55,"Month-to-month","Mailed check","No","Male","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6383,38,1,2802.3,74.05,"One year","Electronic check","No","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No"
6384,23,1,857.75,40.1,"Two year","Mailed check","No","Male","No","No","Yes","No","No phone service","DSL","Yes","No","Yes","Yes","No","No"
6385,10,1,184.4,20.1,"One year","Mailed check","No","Female","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6386,4,0,364.55,101.7,"Month-to-month","Electronic check","Yes","Male","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
6387,72,1,6093.3,83.55,"Two year","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
6388,35,1,1861.1,56.85,"Month-to-month","Electronic check","No","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","Yes","No","No"
6389,1,0,20.4,20.4,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6390,58,1,1079.65,19.55,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6391,70,1,7475.1,106.15,"One year","Electronic check","Yes","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
6392,38,1,2862.55,78.95,"One year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes"
6393,60,1,3069.45,49.75,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","No","No","Yes","Yes"
6394,26,1,2349.8,92.4,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
6395,8,1,469.25,58.2,"One year","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No"
6396,41,0,4213.35,102.6,"One year","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
6397,36,1,3301.05,91.95,"Month-to-month","Credit card (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No"
6398,54,1,3529.95,65.25,"One year","Bank transfer (automatic)","No","Male","Yes","No","No","Yes","No","DSL","No","No","Yes","Yes","No","Yes"
6399,71,0,7723.7,106,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
6400,55,1,4144.9,73.1,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6401,72,1,4265,59.75,"Two year","Bank transfer (automatic)","No","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","No","No","No","No"
6402,3,0,154.65,55.1,"Month-to-month","Mailed check","Yes","Female","No","No","Yes","Yes","No","DSL","Yes","No","No","Yes","No","No"
6403,54,1,3246.45,59.8,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","No","No","No"
6404,72,1,8337.45,116.6,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
6405,52,1,5731.4,109.3,"Two year","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
6406,60,1,6176.6,101.4,"One year","Bank transfer (automatic)","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
6407,39,1,1905.4,50.65,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","No","No phone service","DSL","No","No","Yes","No","Yes","Yes"
6408,15,1,931.9,56.15,"One year","Mailed check","No","Female","No","No","No","Yes","No","DSL","No","No","No","No","Yes","No"
6409,69,0,7348.8,106.5,"Two year","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
6410,43,1,776.25,19.2,"One year","Mailed check","Yes","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6411,63,1,5243.05,83,"One year","Bank transfer (automatic)","No","Female","Yes","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No"
6412,2,1,141.65,70.1,"Month-to-month","Electronic check","No","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6413,72,1,7679.65,108.3,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
6414,32,0,2954.5,91.05,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes"
6415,40,1,1006.9,25.25,"Two year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6416,58,1,2540.1,45.35,"One year","Electronic check","Yes","Female","No","Yes","No","No","No phone service","DSL","Yes","Yes","No","No","Yes","No"
6417,67,1,3097.2,43.9,"Two year","Electronic check","No","Male","No","No","No","No","No phone service","DSL","Yes","No","No","Yes","Yes","No"
6418,51,0,3807.35,77.5,"Month-to-month","Electronic check","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No"
6419,31,1,2484,79.3,"One year","Mailed check","Yes","Male","No","Yes","No","Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes"
6420,69,1,5785.65,84.9,"Month-to-month","Credit card (automatic)","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No"
6421,32,1,2619.15,79.25,"One year","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","No"
6422,21,1,1524.85,71.05,"Two year","Credit card (automatic)","No","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No"
6423,52,1,2790.65,53.75,"One year","Electronic check","No","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","No"
6424,72,1,1784.5,24.25,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6425,72,0,3937.45,54.2,"Two year","Electronic check","Yes","Female","No","Yes","No","No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes"
6426,52,1,2276.1,44.25,"One year","Bank transfer (automatic)","No","Male","No","Yes","Yes","No","No phone service","DSL","Yes","No","Yes","No","No","Yes"
6427,41,1,2029.05,50.05,"One year","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No"
6428,41,1,802.35,20.15,"Two year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6429,6,0,418.4,69.25,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6430,67,1,4653.25,69.35,"One year","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No"
6431,16,1,275.9,19.35,"Month-to-month","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6432,17,1,343.45,19.15,"Two year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6433,35,1,2130.45,61,"Month-to-month","Mailed check","No","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","No","No","No"
6434,58,1,1191.4,20.5,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6435,1,0,50.5,50.5,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No"
6436,52,1,2554,50.2,"Two year","Mailed check","No","Male","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","No"
6437,70,1,5589.45,79.6,"Two year","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes"
6438,19,1,467.7,24.9,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6439,1,0,74.4,74.4,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6440,35,1,3756.45,106.9,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
6441,32,1,3334.9,101.35,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
6442,17,1,920.5,55.35,"Month-to-month","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","No","No"
6443,67,1,3431.75,50.55,"One year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","No","No","No","No"
6444,9,1,150.35,19.5,"Month-to-month","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6445,31,0,2587.7,79.45,"One year","Mailed check","Yes","Male","No","No","Yes","Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes"
6446,4,1,367.95,90.65,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No"
6447,58,1,5125.75,89.85,"One year","Bank transfer (automatic)","Yes","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No"
6448,60,1,4801.1,79,"One year","Mailed check","No","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes"
6449,58,0,6219.6,104.65,"One year","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
6450,1,1,19.55,19.55,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6451,27,1,550.1,19.9,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6452,66,1,7862.25,116.25,"One year","Electronic check","Yes","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
6453,15,1,1242.2,87.75,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No"
6454,47,0,4871.05,100.05,"Month-to-month","Electronic check","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
6455,41,1,3190.65,81.3,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No"
6456,59,1,2666.75,44.3,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","No","No phone service","DSL","No","No","No","No","Yes","Yes"
6457,50,1,3533.6,70.35,"Two year","Credit card (automatic)","No","Female","No","No","Yes","Yes","No","Fiber optic","No","No","No","No","No","No"
6458,17,1,792.15,44.45,"One year","Credit card (automatic)","No","Male","No","Yes","Yes","No","No phone service","DSL","Yes","No","Yes","No","Yes","No"
6459,6,1,295.65,49.15,"Month-to-month","Electronic check","Yes","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No"
6460,51,1,1459.35,29.45,"Month-to-month","Credit card (automatic)","Yes","Male","Yes","Yes","No","No","No phone service","DSL","No","Yes","No","No","No","No"
6461,44,0,4398.15,100.55,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes"
6462,49,1,4297.95,85.3,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","No"
6463,2,0,167.3,95.65,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes"
6464,59,1,4096.9,69.1,"One year","Mailed check","Yes","Male","No","Yes","No","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes"
6465,50,1,3454.6,70.35,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","No","No","Yes","Yes","DSL","Yes","Yes","No","No","Yes","No"
6466,59,1,1286,20.6,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6467,18,1,1387,74.15,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6468,10,1,786.3,75.05,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6469,14,1,641.25,44.6,"One year","Electronic check","No","Male","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No"
6470,35,1,705.45,21.45,"Two year","Bank transfer (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6471,8,1,345.5,43.45,"One year","Mailed check","Yes","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","No"
6472,18,1,345.9,20.05,"One year","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6473,60,1,5811.8,94.15,"One year","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
6474,1,0,94.4,94.4,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
6475,6,1,124.45,19.55,"Two year","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6476,19,1,1375.6,75.9,"Month-to-month","Mailed check","Yes","Female","No","No","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No"
6477,53,1,3491.55,64.15,"One year","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No"
6478,72,1,7920.7,109.55,"Two year","Bank transfer (automatic)","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
6479,60,1,6640.7,110.8,"Two year","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
6480,1,0,55,55,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","DSL","No","No","No","No","Yes","No"
6481,13,1,718.1,53.45,"Month-to-month","Mailed check","No","Female","No","No","Yes","Yes","No","DSL","No","No","Yes","Yes","No","No"
6482,5,1,320.4,69.95,"Month-to-month","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No"
6483,1,0,101.45,101.45,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
6484,13,1,1334.45,97,"Month-to-month","Electronic check","No","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
6485,37,1,3358.65,90.6,"One year","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
6486,64,1,4764,73.55,"Month-to-month","Mailed check","Yes","Male","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No"
6487,5,0,350.3,67.95,"Month-to-month","Bank transfer (automatic)","No","Female","No","Yes","No","Yes","Yes","DSL","No","No","Yes","Yes","Yes","No"
6488,61,1,5703,94.35,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes"
6489,1,0,69.5,69.5,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6490,1,0,18.85,18.85,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6491,26,1,525.55,19.4,"One year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6492,1,0,69.2,69.2,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6493,24,1,483.15,19.75,"Two year","Mailed check","No","Male","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6494,17,1,934.8,54.6,"One year","Electronic check","No","Male","No","Yes","No","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes"
6495,26,1,786.5,29.8,"Month-to-month","Mailed check","Yes","Female","No","No","Yes","No","No phone service","DSL","No","No","Yes","No","No","No"
6496,1,0,69.65,69.65,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6497,40,0,4086.3,101.85,"Month-to-month","Electronic check","No","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
6498,52,1,5364.8,103.05,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
6499,1,0,82.3,82.3,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No"
6500,1,1,20.3,20.3,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6501,21,1,770.4,35.1,"Two year","Mailed check","No","Female","No","No","No","No","No phone service","DSL","Yes","No","No","Yes","No","No"
6502,67,1,6816.95,105.7,"One year","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
6503,44,1,2419.55,56.25,"Month-to-month","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","No","No"
6504,70,1,4138.7,60.35,"One year","Electronic check","No","Male","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
6505,3,0,267.6,79.25,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No"
6506,56,1,3457.45,59.8,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","No"
6507,13,0,1115.2,84.6,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
6508,58,0,5435.6,93.4,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes"
6509,42,0,4186.3,94.2,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
6510,1,0,25.05,25.05,"Month-to-month","Electronic check","No","Male","Yes","Yes","No","No","No phone service","DSL","No","No","No","No","No","No"
6511,46,1,4630.2,99.65,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes"
6512,63,1,3221.25,50.65,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No"
6513,11,1,688.5,60.9,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","DSL","No","Yes","Yes","Yes","No","No"
6514,15,1,867.1,59.65,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","Yes","No","No"
6515,72,1,4746.05,64.7,"Two year","Electronic check","Yes","Male","No","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
6516,29,0,712.85,25.1,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","No","No phone service","DSL","No","No","No","No","No","No"
6517,1,0,48.95,48.95,"Month-to-month","Electronic check","No","Male","No","No","Yes","Yes","No","DSL","No","No","Yes","No","No","No"
6518,6,1,355.1,54.85,"Month-to-month","Electronic check","No","Female","No","Yes","Yes","Yes","No","DSL","No","No","No","No","Yes","No"
6519,1,0,45.3,45.3,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
6520,63,1,5764.7,91.35,"One year","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes"
6521,2,0,167.3,85.85,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","Yes"
6522,18,1,428.45,25.1,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6523,43,1,1505.35,34,"Month-to-month","Bank transfer (automatic)","No","Female","No","Yes","No","No","No phone service","DSL","Yes","No","No","Yes","No","No"
6524,15,1,693.45,45.9,"One year","Mailed check","No","Female","No","No","No","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No"
6525,10,0,930.4,95.2,"Month-to-month","Electronic check","No","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
6526,55,1,1177.95,20.5,"Two year","Mailed check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6527,49,0,5069.65,100.6,"One year","Bank transfer (automatic)","Yes","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
6528,6,0,324.25,55.3,"Month-to-month","Mailed check","Yes","Male","No","Yes","Yes","Yes","No","DSL","No","Yes","Yes","No","No","No"
6529,70,1,1458.1,20.35,"Two year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6530,2,0,156.4,74.85,"Month-to-month","Mailed check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6531,63,1,2298.9,36.1,"One year","Bank transfer (automatic)","No","Male","Yes","Yes","No","No","No phone service","DSL","Yes","No","No","Yes","No","No"
6532,25,1,1679.65,65.8,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","No","DSL","No","Yes","No","Yes","No","Yes"
6533,18,1,369.6,20.35,"One year","Bank transfer (automatic)","No","Female","Yes","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
